"","dates","Days","EVI","Cases","Index","pvs","pvn","lag_all","c_all","se_all","sp_all","name"
"31843",18565,283,0.0585767917182588,41858.4285714286,1,0.890493381468111,0.742319127849356,30,0.01,0.74,0.891666666666667,"France"
"31844",18566,284,0.0316796958971471,40402,1,0.891364902506964,0.742319127849356,30,0.01,0.741721854304636,0.891666666666667,"France"
"31845",18567,285,0.052962721541099,46053.8571428571,1,0.892222660876431,0.742319127849356,30,0.01,0.743421052631579,0.891666666666667,"France"
"31846",18568,286,0.068219775605465,50779.7142857143,1,0.893066980023502,0.742319127849356,30,0.01,0.745098039215686,0.891666666666667,"France"
"31847",18569,287,0.083695754128044,56225.2857142857,1,0.893898173338515,0.742319127849356,30,0.01,0.746753246753247,0.891666666666667,"France"
"31848",18570,288,0.00137461730119304,44278.7142857143,0,0.894716544543,0.742319127849356,30,0.01,0.748387096774194,0.891666666666667,"France"
"31849",18571,289,0.000915860384093815,45877.8571428571,0,0.895522388059702,0.742319127849356,30,0.01,0.75,0.891666666666667,"France"
"31850",18572,290,0.00102174300983724,47517.5714285714,0,0.896315989365743,0.742319127849356,30,0.01,0.751592356687898,0.891666666666667,"France"
"31851",18573,291,0.0262527696324458,54886.8571428571,1,0.897097625329815,0.742319127849356,30,0.01,0.753164556962025,0.891666666666667,"France"
"31852",18574,292,0.0132007004852183,53798.7142857143,1,0.897867564534231,0.742319127849356,30,0.01,0.754716981132076,0.891666666666667,"France"
"31853",18575,293,-0.0257660163056171,41703.4285714286,0,0.890906859737391,0.742243827834826,30,0.01,0.754716981132076,0.884297520661157,"France"
"31854",18576,294,-0.0352178879226285,34562.2857142857,0,0.884057971014493,0.742169719302048,30,0.01,0.754716981132076,0.877049180327869,"France"
"31855",18577,295,-0.0241713091565924,46345.4285714286,0,0.884097035040431,0.743873137914464,30,0.01,0.754716981132076,0.878048780487805,"France"
"31856",18578,296,-0.0382317008163269,42748.5714285714,0,0.884135472370767,0.745554035567716,30,0.01,0.754716981132076,0.879032258064516,"France"
"31857",18579,297,-0.0482575239591634,37479,0,0.884173297966401,0.747212859735546,30,0.01,0.754716981132076,0.88,"France"
"31858",18580,298,-0.0370424277920658,29665,0,0.877437325905292,0.747144180302563,30,0.01,0.754716981132076,0.873015873015873,"France"
"31859",18581,299,-0.0324537057490729,28040.7142857143,0,0.870807382435289,0.747076545983761,30,0.01,0.754716981132076,0.866141732283465,"France"
"31860",18582,300,-0.0245785886895986,26415.8571428571,0,0.870847034811203,0.748716399879191,30,0.01,0.754716981132076,0.8671875,"France"
"31861",18583,301,-0.0268038331624246,29700,0,0.870886075949367,0.750334970969183,30,0.01,0.754716981132076,0.868217054263566,"France"
"31862",18584,302,-0.0209011994627259,28627.2857142857,0,0.870924519874944,0.751932674429983,30,0.01,0.754716981132076,0.869230769230769,"France"
"31863",18585,303,-0.00946864572700584,26928.4285714286,0,0.870962380187268,0.75350991460414,30,0.01,0.754716981132076,0.870229007633588,"France"
"31864",18586,304,-0.00580966615608523,26814,0,0.870999670075883,0.75506708535541,30,0.01,0.754716981132076,0.871212121212121,"France"
"31865",18587,305,0.0122082570770086,24773,0,0.871036402335862,0.756604570409648,30,0.01,0.754716981132076,0.87218045112782,"France"
"31866",18588,306,0.0323933972071316,22764.1428571429,0,0.871072589382448,0.75812274368231,30,0.01,0.754716981132076,0.873134328358209,"France"
